date,total_pcr,index_pcr,etp_pcr,equity_pcr,vix_pcr,spx_pcr
02/24/2025,0.97,1.30,1.13,0.58,0.57,1.47
02/25/2025,0.92,1.17,0.94,0.64,0.76,1.29
02/26/2025,0.92,1.12,1.15,0.60,0.47,1.22
02/27/2025,0.84,0.85,1.12,0.68,0.20,1.22
02/28/2025,0.92,1.19,1.03,0.61,0.64,1.34
03/03/2025,0.94,1.05,1.19,0.64,0.44,1.32
03/04/2025,0.91,0.99,1.25,0.61,0.61,1.28
03/05/2025,0.76,0.82,0.93,0.54,0.26,1.24
03/06/2025,0.95,1.13,0.96,0.65,1.20,1.11
03/07/2025,0.90,1.23,0.94,0.57,0.98,1.27
03/10/2025,0.92,1.14,0.95,0.60,0.63,1.37
03/11/2025,0.91,0.95,1.29,0.57,0.60,1.18
03/12/2025,0.91,0.97,1.21,0.62,0.41,1.27
03/13/2025,1.03,1.02,1.23,0.94,0.44,1.26
03/14/2025,0.96,1.22,1.27,0.57,0.68,1.42
03/17/2025,0.91,1.04,1.17,0.59,0.75,1.17
03/18/2025,0.78,0.89,0.85,0.58,0.22,1.18
03/19/2025,0.88,1.16,0.95,0.54,0.51,1.34
03/20/2025,0.83,1.09,0.74,0.61,0.45,1.22
03/21/2025,0.82,1.08,0.89,0.55,0.45,1.18
03/24/2025,0.76,0.96,0.88,0.48,0.42,1.17
03/25/2025,0.79,0.80,1.04,0.65,0.33,1.11
03/26/2025,0.95,1.11,0.96,0.71,0.32,1.33
03/27/2025,0.97,1.13,1.15,0.72,0.57,1.27
03/28/2025,1.02,1.15,1.33,0.68,0.64,1.27
03/31/2025,0.97,1.14,1.18,0.58,0.46,1.29
04/01/2025,0.91,1.09,1.00,0.53,0.49,1.23
04/02/2025,0.95,1.02,1.20,0.59,0.65,1.17
04/03/2025,1.15,1.05,1.67,1.02,0.46,1.54
04/04/2025,1.18,1.31,1.93,0.64,0.60,1.78
04/07/2025,1.20,1.58,1.28,0.63,0.78,1.95
04/08/2025,1.23,1.35,1.49,0.77,0.62,1.77
04/09/2025,1.04,1.38,1.11,0.58,1.04,1.50
04/10/2025,1.11,1.17,1.45,0.76,0.60,1.46
04/11/2025,0.78,0.99,0.99,0.43,0.57,1.27
04/14/2025,1.01,1.11,1.25,0.68,0.80,1.25
04/15/2025,1.02,1.09,1.41,0.72,0.67,1.36
04/16/2025,0.95,1.19,0.88,0.72,0.51,1.47
04/17/2025,0.89,1.23,1.11,0.54,0.53,1.36
04/21/2025,1.00,1.19,1.10,0.67,0.62,1.32
04/22/2025,0.87,1.13,0.89,0.54,0.84,1.18
04/23/2025,0.90,1.11,1.06,0.54,0.63,1.20
04/24/2025,0.99,1.21,1.16,0.64,0.52,1.33
04/25/2025,0.81,1.23,0.86,0.46,0.63,1.36
04/28/2025,0.84,0.99,0.95,0.57,0.24,1.16
04/29/2025,0.88,1.04,1.07,0.55,0.52,1.21
04/30/2025,0.83,0.87,0.97,0.67,0.31,1.05
05/01/2025,0.83,1.09,0.90,0.52,0.52,1.19
05/02/2025,0.84,1.20,0.97,0.49,0.78,1.28
05/05/2025,0.92,1.17,0.99,0.60,0.52,1.29
05/06/2025,0.91,1.13,0.89,0.64,0.50,1.23
05/07/2025,0.80,1.09,0.75,0.54,0.53,1.28
05/08/2025,0.81,0.84,1.23,0.54,0.22,1.14
05/09/2025,0.77,1.03,0.88,0.53,0.35,1.24
05/12/2025,0.85,1.17,0.95,0.50,0.92,1.30
05/13/2025,0.79,1.05,0.93,0.55,0.70,1.13
05/14/2025,0.70,0.90,0.96,0.41,0.40,1.08
05/15/2025,0.68,0.82,0.70,0.52,0.25,1.07
05/16/2025,0.69,0.96,0.88,0.43,0.28,1.12
05/19/2025,0.87,1.16,1.02,0.48,0.54,1.21
05/20/2025,0.78,0.92,0.88,0.56,0.28,1.15
05/21/2025,0.89,1.10,1.05,0.55,0.49,1.25
05/22/2025,0.94,1.06,1.09,0.75,0.58,1.18
05/23/2025,0.95,1.25,1.14,0.60,0.65,1.38
05/27/2025,0.88,1.16,1.06,0.52,0.39,1.41
05/28/2025,0.81,1.03,0.90,0.58,0.39,1.15
05/29/2025,0.77,0.91,0.97,0.53,0.15,1.15
05/30/2025,0.88,1.07,1.11,0.57,0.39,1.19
06/02/2025,0.85,1.04,1.01,0.58,0.59,1.13
06/03/2025,0.93,1.06,1.42,0.51,0.43,1.19
06/04/2025,0.85,1.03,1.11,0.52,0.40,1.19
06/05/2025,0.86,1.08,0.91,0.63,0.44,1.23
06/06/2025,0.87,1.18,1.07,0.55,0.39,1.36
06/09/2025,0.79,1.11,0.79,0.52,0.80,1.17
06/10/2025,0.87,1.12,0.96,0.57,0.63,1.28
06/11/2025,0.79,0.98,0.82,0.52,0.36,1.26
06/12/2025,0.87,1.12,0.89,0.58,0.39,1.40
06/13/2025,0.89,1.03,1.06,0.61,0.36,1.40
06/16/2025,0.90,1.06,1.32,0.51,0.37,1.32
06/17/2025,0.94,1.10,1.05,0.61,0.33,1.48
06/18/2025,0.97,1.18,0.66,0.98,0.38,1.45
06/20/2025,0.88,1.21,0.91,0.54,0.53,1.38
06/23/2025,0.95,1.23,1.08,0.54,0.86,1.30
06/24/2025,0.90,1.03,1.26,0.56,0.33,1.24
06/25/2025,0.81,1.02,0.92,0.53,0.54,1.14
06/26/2025,0.77,0.97,0.80,0.53,0.54,1.09
06/27/2025,0.75,0.90,0.87,0.52,0.33,1.13
06/30/2025,0.83,0.99,0.95,0.51,0.83,1.04
07/01/2025,0.86,1.08,1.06,0.51,0.51,1.26
07/02/2025,0.83,0.98,1.15,0.55,0.14,1.26
07/03/2025,0.79,1.01,0.96,0.48,0.41,1.18
07/07/2025,0.92,1.14,1.03,0.58,0.58,1.24
07/08/2025,0.87,1.07,1.02,0.56,0.47,1.25
07/09/2025,0.89,1.10,1.27,0.56,0.93,1.13
07/10/2025,0.77,0.98,0.89,0.52,0.43,1.10
07/11/2025,0.84,1.16,0.94,0.53,0.72,1.27
07/14/2025,0.85,1.15,0.91,0.51,0.66,1.29
07/15/2025,0.83,1.10,0.76,0.57,0.79,1.20
07/16/2025,0.86,1.05,1.03,0.53,0.32,1.27
07/17/2025,0.80,1.03,0.74,0.65,0.52,1.16
07/18/2025,0.74,1.02,0.93,0.48,0.56,1.18
07/21/2025,0.88,1.04,1.50,0.51,0.22,1.25
07/22/2025,0.87,1.18,1.05,0.55,0.69,1.23
07/23/2025,0.81,1.01,0.94,0.55,0.63,1.10
07/24/2025,0.90,1.15,1.23,0.57,0.66,1.27
07/25/2025,0.91,1.16,0.93,0.72,0.56,1.25
07/28/2025,0.85,1.13,0.85,0.58,0.54,1.19
07/29/2025,0.94,1.26,0.96,0.57,1.10,1.30
07/30/2025,0.90,1.14,1.07,0.59,0.77,1.26
07/31/2025,1.03,1.08,1.31,0.84,0.33,1.26
08/01/2025,0.94,1.00,1.17,0.75,0.43,1.36
08/04/2025,0.90,1.06,1.15,0.61,0.37,1.23
08/05/2025,0.87,1.24,0.78,0.58,0.64,1.30
08/06/2025,0.86,1.04,1.05,0.62,0.55,1.17
08/07/2025,0.79,0.97,0.88,0.57,0.37,1.10
08/08/2025,0.86,1.03,1.20,0.64,0.43,1.17
08/11/2025,0.83,0.98,0.91,0.64,0.28,1.16
08/12/2025,0.95,1.04,1.51,0.60,0.52,1.25
08/13/2025,0.77,0.91,0.82,0.63,0.34,1.06
08/14/2025,0.85,1.03,0.80,0.75,0.26,1.26
08/15/2025,0.79,1.05,1.18,0.48,0.53,1.22
08/18/2025,0.79,1.04,1.02,0.50,0.71,1.15
08/19/2025,0.91,1.19,0.92,0.59,0.89,1.31
08/20/2025,0.88,0.98,1.11,0.66,0.44,1.22
08/21/2025,0.92,1.13,0.99,0.62,1.11,1.14
08/22/2025,0.88,0.99,1.43,0.50,0.44,1.18
08/25/2025,0.86,1.16,0.90,0.55,0.89,1.20
08/26/2025,0.89,1.20,0.88,0.55,0.72,1.29
08/27/2025,0.75,0.85,0.97,0.53,0.29,1.13
08/28/2025,0.89,1.05,0.86,0.75,0.48,1.19
08/29/2025,0.83,0.92,1.14,0.56,0.35,1.18
09/02/2025,0.93,1.04,1.04,0.68,0.53,1.19
09/03/2025,0.87,1.03,0.98,0.61,0.35,1.15
09/04/2025,0.96,1.23,1.03,0.62,1.28,1.24
09/05/2025,0.75,0.80,0.95,0.58,0.20,1.15
09/08/2025,0.80,1.01,0.67,0.63,0.31,1.14
09/09/2025,0.87,1.12,0.98,0.54,0.55,1.27
09/10/2025,0.82,0.99,1.02,0.54,0.35,1.26
09/11/2025,0.86,1.02,0.93,0.68,0.53,1.12
09/12/2025,0.83,1.13,0.92,0.58,0.64,1.29
09/15/2025,0.89,1.27,0.89,0.54,1.11,1.32
09/16/2025,0.78,0.93,0.81,0.54,0.51,1.24
09/17/2025,1.06,1.11,1.95,0.60,0.58,1.33
09/18/2025,0.75,1.05,0.75,0.54,0.76,1.12
09/19/2025,0.77,1.20,0.92,0.45,0.55,1.25
09/22/2025,0.81,1.02,1.39,0.48,0.35,1.12
09/23/2025,0.90,1.21,1.23,0.47,0.54,1.34
09/24/2025,0.86,1.16,1.11,0.51,0.35,1.30
09/25/2025,0.90,1.19,0.99,0.56,0.50,1.28
09/26/2025,0.82,1.12,1.09,0.51,0.36,1.17
09/29/2025,0.78,0.92,0.99,0.52,0.35,1.10
09/30/2025,0.89,1.14,0.93,0.58,0.91,1.16
10/01/2025,0.77,1.04,0.85,0.48,0.45,1.11
10/02/2025,0.81,1.11,1.16,0.47,0.82,1.15
10/03/2025,0.84,1.10,0.97,0.60,0.30,1.30
10/06/2025,0.73,1.03,0.93,0.45,0.35,1.18
10/07/2025,0.91,1.10,1.26,0.50,0.54,1.22
10/08/2025,0.76,1.00,0.98,0.50,0.37,1.15
10/09/2025,0.80,1.05,1.03,0.54,0.34,1.22
10/10/2025,0.98,1.19,1.23,0.69,0.72,1.36
10/13/2025,0.81,0.98,1.02,0.55,0.36,1.31
10/14/2025,0.87,1.14,1.10,0.49,0.63,1.31
10/15/2025,0.78,1.00,0.92,0.48,0.49,1.13
10/16/2025,0.86,1.18,0.73,0.56,1.05,1.25
10/17/2025,0.93,1.07,1.09,0.72,0.62,1.28
10/20/2025,0.86,1.14,1.10,0.50,0.81,1.28
10/21/2025,0.88,1.24,0.98,0.48,0.89,1.37
10/22/2025,0.83,1.07,0.92,0.53,0.33,1.29
10/23/2025,0.85,1.12,0.93,0.60,0.91,1.16
10/24/2025,0.86,1.07,1.35,0.52,0.42,1.17
10/27/2025,0.79,0.99,1.06,0.46,0.43,1.14
10/28/2025,0.74,0.92,0.97,0.47,0.41,1.02
10/29/2025,0.78,1.05,1.21,0.44,0.95,1.04
10/30/2025,0.81,1.14,0.81,0.57,0.78,1.24
10/31/2025,0.86,1.02,1.37,0.55,0.52,1.10
11/03/2025,0.93,1.09,1.35,0.58,0.59,1.18
11/04/2025,0.85,0.99,0.89,0.66,0.36,1.28
11/05/2025,0.85,1.05,1.10,0.57,0.68,1.12
11/06/2025,0.88,1.14,0.98,0.56,0.83,1.20
11/07/2025,1.08,1.19,1.73,0.63,1.04,1.21
11/10/2025,0.83,1.08,0.99,0.49,1.08,1.07
11/11/2025,0.85,0.94,0.96,0.70,0.35,1.15
11/12/2025,0.78,0.95,0.78,0.56,0.64,1.04
11/13/2025,0.83,1.00,0.91,0.65,0.61,1.11
11/14/2025,1.04,1.14,1.53,0.63,0.76,1.26
11/17/2025,0.97,1.04,1.12,0.76,0.53,1.29
11/18/2025,0.91,0.94,1.19,0.70,0.60,1.13
11/19/2025,0.98,1.12,1.20,0.63,0.76,1.25
11/20/2025,0.95,1.10,1.17,0.59,0.73,1.21
11/21/2025,0.87,1.03,1.28,0.56,0.44,1.23
11/24/2025,0.91,1.13,1.10,0.58,0.79,1.16
11/25/2025,0.94,1.06,1.04,0.76,0.70,1.12
11/26/2025,0.88,0.92,1.13,0.69,0.44,1.02
11/28/2025,0.70,1.06,0.81,0.44,1.47,1.01
12/01/2025,0.95,1.13,1.13,0.59,0.68,1.21
12/02/2025,0.79,0.95,0.85,0.54,0.40,1.12
12/03/2025,0.91,1.18,1.05,0.58,0.94,1.22
12/04/2025,0.78,1.04,0.89,0.50,0.70,1.11
12/05/2025,0.75,1.07,0.83,0.43,0.77,1.13
12/08/2025,0.91,0.99,1.16,0.65,0.69,1.06
12/09/2025,0.82,1.06,0.85,0.52,0.54,1.26
12/10/2025,0.91,1.02,1.27,0.59,0.65,1.21
12/11/2025,0.83,1.06,0.77,0.59,0.59,1.19
12/12/2025,0.91,1.14,1.00,0.57,0.84,1.25
12/15/2025,0.92,1.10,1.05,0.58,0.68,1.21
12/16/2025,0.94,1.01,1.08,0.74,0.56,1.16
12/17/2025,0.99,1.09,1.18,0.75,0.83,1.14
12/18/2025,0.79,0.98,0.72,0.59,0.19,1.18
12/19/2025,0.85,1.05,1.01,0.59,0.30,1.27
12/22/2025,0.89,1.03,1.06,0.61,0.44,1.20
12/23/2025,0.80,1.01,1.01,0.46,0.33,1.11
12/24/2025,0.91,0.96,1.31,0.57,0.61,1.00
12/26/2025,0.85,1.08,0.80,0.64,0.24,1.22
12/29/2025,0.93,0.96,1.27,0.67,0.30,1.15
12/30/2025,0.83,1.08,0.78,0.51,0.37,1.26
12/31/2025,1.13,1.12,1.39,0.92,0.38,1.30
01/02/2026,0.83,1.08,0.85,0.56,0.47,1.16
01/05/2026,0.89,1.10,1.18,0.54,0.45,1.26
01/06/2026,0.90,1.02,1.28,0.58,0.51,1.11
01/07/2026,0.96,1.02,1.48,0.63,0.37,1.14
01/08/2026,0.83,1.04,1.10,0.49,0.53,1.15
01/09/2026,0.75,1.00,0.87,0.47,0.50,1.09
01/12/2026,0.97,1.19,1.13,0.66,0.91,1.23
01/13/2026,0.88,1.00,0.85,0.70,0.39,1.27
01/14/2026,0.93,0.92,1.22,0.77,0.41,1.15
01/15/2026,0.83,1.07,0.88,0.52,0.56,1.23
01/16/2026,0.73,1.02,0.87,0.46,0.29,1.21
01/20/2026,0.90,0.95,1.34,0.52,0.46,1.28
01/21/2026,0.85,0.91,1.31,0.46,0.41,1.09
01/22/2026,0.76,1.02,0.96,0.41,0.38,1.23
01/23/2026,0.88,1.10,1.04,0.58,0.34,1.27
01/26/2026,0.96,1.15,1.22,0.56,0.52,1.27
01/27/2026,0.76,0.99,0.69,0.54,0.29,1.15
01/28/2026,0.81,0.93,0.94,0.57,0.26,1.15
01/29/2026,0.84,1.00,1.10,0.52,0.40,1.17
01/30/2026,0.82,1.04,0.89,0.58,0.33,1.22
02/02/2026,0.93,0.92,1.47,0.65,0.24,1.26
02/03/2026,0.84,1.03,0.96,0.53,0.51,1.20
02/04/2026,1.00,1.02,1.70,0.63,0.52,1.12
02/05/2026,0.92,1.09,1.06,0.65,0.70,1.20
02/06/2026,0.86,1.13,0.91,0.58,0.75,1.18
02/09/2026,0.88,1.02,1.04,0.60,0.65,1.11
02/10/2026,0.97,1.09,1.00,0.78,0.57,1.20
02/11/2026,1.01,1.05,1.69,0.67,0.38,1.22
02/12/2026,0.94,1.13,0.90,0.67,0.68,1.28
02/13/2026,0.88,1.14,0.82,0.60,0.48,1.38
02/17/2026,0.98,0.93,1.44,0.83,0.36,1.23
02/18/2026,1.01,1.06,1.36,0.69,0.26,1.42
02/19/2026,0.87,1.05,0.87,0.64,0.36,1.22
02/20/2026,0.90,1.15,0.94,0.65,0.41,1.28
02/23/2026,0.93,1.04,1.17,0.63,0.44,1.14
02/24/2026,0.87,1.03,0.89,0.62,0.38,1.17
02/25/2026,0.85,0.92,1.11,0.61,0.30,1.09
02/26/2026,0.85,0.90,1.23,0.59,0.28,1.12
02/27/2026,0.84,1.00,0.85,0.66,0.43,1.12
03/03/2026,0.96,0.98,1.25,0.72,0.61,1.11
03/04/2026,0.94,1.04,1.18,0.65,0.51,1.25
03/05/2026,0.90,1.06,0.94,0.60,0.79,1.15
03/06/2026,0.96,1.12,1.05,0.67,0.78,1.25
